Date,Year,Type,Country,State,Location,Activity,Sex,Age,Fatal Y/N,Time,Source,Fatal,Activity_Categorized
31-Oct-2003,2003,Unprovoked,Australia,New South Wales,"Lighthouse Beach, Seal Rocks",surfing,M,22,N,17h30,ABC News Australia,0,surfing
31-Oct-2003,2003,Unprovoked,United States,Hawaii,"Tunnels Surf Break Off Makua Beach, Kaua'I",surfing,F,13,N,07h30," E. Ritter, GSAF  ",0,surfing
27-Oct-2003,2003,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",surfing,M,46,N,12h20,"S. Petersohn, GSAF",0,surfing
14-Oct-2003,2003,Unprovoked,United States,Florida,Near Patrick Air Force Base Brevard County,surfing,M,19,N,--,WFTV.com,0,surfing
06-Oct-2003,2003,Invalid,United States,Florida,Palm Beach?,swimming to shore from boat or kayak,M,28,Y,--,"E. Pace, FSAF",1,swimming
05-Oct-2003,2003,Unprovoked,United States,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",surfing,F,28,N,15h00,"J. Eager, scubaradio.com",0,surfing
05-Oct-2003,2003,Unprovoked,United States,Florida,"Stuart Park Beach, Martin County",surfing,M,18,N,14h30,"Vero Beach Press Journal (FL) 10/6/2003;  Stuart News, 10/6/2003",0,surfing
05-Oct-2003,2003,Provoked,United States,Florida,"South Jetty, New Smyrna Beach, Volusia County",surfing,M,30,N,14h00,"S. Petersohn, GSAF",0,surfing
05-Oct-2003,2003,Unprovoked,United States,Florida,"Crawford Road Beach Approach At New Smyrna Beach, Volusia County",sitting on surfboard,M,50,N,12h02,"S. Petersohn, GSAF; J. Eager, scubaradio.com",0,surfing
05-Oct-2003,2003,Unprovoked,United States,Hawaii,"Cove Beach / Kalama Beach, Kihei, Maui",wading near a fishing net,F,41,N,12h55,"G. Kubota, Star Bulletin",0,fishing
29-Sep-2003,2003,Unprovoked,Fiji,Taveuni,Welagi Coastal Reef Off Drekeniwai,wading to shore from his boat,M,40,Y,Night,"R. Weeks, GSAF; Fiji Times, 10/2/2003; Fiji TV",1,Other
28-Sep-2003,2003,Unprovoked,United States,Florida,"North Hutchinson Island, St. Lucie Couny",surfing,M,16,N,07h45,"7News Online;  Vero Beach Press Journal, Fort Pierce Tribune, Stuart News, 10/1/2003",0,surfing
21-Sep-2003,2003,Unprovoked,United States,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",surfing,M,21,N,11h45,"S. Petersohn, GSAF; Daytona Beach News Journal, 9/22/2003, p.1C",0,surfing
19-Sep-2003,2003,Unprovoked,United States,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",surfing,M,19,N,16h30,"S. Petersohn, GSAF",0,surfing
17-Sep-2003,2003,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",surfing,M,17,N,14h00,"S. Petersohn, GSAF",0,surfing
14-Sep-2003,2003,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",surfing,M,30,N,16h14,"S. Petersohn, GSAF",0,surfing
14-Sep-2003,2003,Watercraft,South Africa,Western Cape Province,Melkbosstrand,fishing,,28,N,09h40,"E. Ritter, GSAF ",0,fishing
13-Sep-2003,2003,Unprovoked,United States,Florida,"Daytona Beach, Volusia County",body boarding,M,18,N,17h11,"S. Petersohn, GSAF; News Journal Online; Orlando Sentinel, 9/15/2003, p.B2; R. Weiss, Daytona Beach News Journal, 9/15/2001, p.3C",0,boarding
13-Sep-2003,2003,Unprovoked,United States,South Carolina,"Isle Of Palms, Charleston County","standing, stepped on shark",M,15,N,Afternoon,"P. Caston, Post & Courier",0,floating/standing
12-Sep-2003,2003,Unprovoked,South Africa,Western Cape Province,Near The Wreck Of The Kakapo Off Noordhoek Beach,body boarding,M,19,Y,14h30,"E. Ritter, GSAF;      http://www.wavescape.co.za/top_bar/locals_only9.htm                               ",1,boarding
Sep-2003,2003,Unprovoked,United States,Florida,"Boca Grande, Lee County",wade-fishing,M,28,N,,"B. Stout, News-Press, 9/24/2003",0,fishing
29-Aug-2003,2003,Provoked,United States,Texas,1.5 Miles Off Surfside,fishing,M,28,N,12h20,http://www.dfw.com/mld/startelegram/news/state/6656592.htm?1c,0,fishing
19-Aug-2003,2003,Unprovoked,United States,California,"Avila Beach, San Luis Obispo County","swimming, wearing black wetsuit & swim fins",F,50,Y,08h15,"R. Collier, GSAF                ",1,swimming
08-Aug-2003,2003,Unprovoked,South Africa,Eastern Cape Province,Jeffrey’S Bay,sitting on surfboard,M,16,N,08h00,"E. Ritter, GSAF  http://sport.iafrica.com/news/261271.htm       ",0,surfing
Reported 26-Jul-2003,2003,Unprovoked,Australia,Northern Territory,Nhulunbuy,surf skiing,M,37,N,,"Northern Territory News, 7/26/2003, p.1",0,surfing
20-Jul-2003,2003,Unprovoked,United States,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",surfing,M,18,N,15h45,"S. Petersohn, GSAF",0,surfing
15-Jul-2003,2003,Unprovoked,United States,Florida,"Daytona Beach, Volusia County",wading,F,15,N,14h37,"S. Petersohn, GSAF",0,Other
10-Jul-2003,2003,Unprovoked,Bahamas,Abaco Islands,Bakers Bay,spearfishing,M,58,N,14h30,"M. Levine, GSAF; Associated Press, 7/12/03",0,fishing
05-Jul-2003,2003,Provoked,United States,Florida,"Near New Smyrna Jetty, Volusia County","walking, carrying surfboard & stepped on shark",M,10,N,10h07,"S. Petersohn, GSAF",0,surfing
05-Jul-2003,2003,Unprovoked,United States,Florida,"Canova Beach, Brevard County",surfing,M,21,N,,Vero Beach Press Journal (FL) 7/9/2003,0,surfing
04-Jul-2003,2003,Unprovoked,Bahamas,Abaco Islands,10 Miles West Of Walker’S Cay,spearfishing,M,39,N,14h45,"Associated Press, 7/12/03; Palm Beach Post, 7/7/2003 ",0,fishing
Jul-2003,2003,Unprovoked,United States,Florida,"Fort Lauderdale, Broward County",spearfishing,M,28,N,,M. Marks,0,fishing
Late Jul-2003,2003,Unprovoked,French Polynesia,Society Islands,Moorea,spearfishing,M,28,N,,Noonsite.com,0,fishing
Jul-2003,2003,Unprovoked,New Zealand,Cook Islands,Beveridge Reef,snorkeling,M,28,N,,R. & J. Zorro; Noonsite.com,0,snorkeling
30-Jun-2003,2003,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",surfing,M,17,N,13h53,"S. Petersohn, GSAF",0,surfing
26-Jun-2003,2003,Unprovoked,United States,Florida,St Augustine Beach. St. Johns County,surfing,M,15,N,Morning,Local6.com,0,surfing
24-Jun-2003,2003,Unprovoked,Brazil,Pernambuco,"Piedade, Recife",,M,28,Y,,"JCOnline, 6/23/2012",1,Unknown
24-Jun-2003,2003,Unprovoked,United States,Florida,"Cocoa Beach, Brevard County",standing,F,12,N,Afternoon,"Florida Today, 6/26/ 2003; WKMG Local 6",0,floating/standing
24-Jun-2003,2003,Unprovoked,United States,Hawaii,"Makua Beach, Oahu",swimming with pod of dolphins,M,60,N,08h00,Honolulu Advertiser,0,swimming
22-Jun-2003,2003,Unprovoked,United States,Johnston Atoll,nan,swimming,M,51,N,Afternoon,"H. Edwards, GSAF; The Hawaai Channel",0,swimming
19-Jun-2003,2003,Unprovoked,United States,North Carolina,"Masonboro Island, New Hanover County",surfing,M,33,N,Late afternoon,"C. Creswell, GSAF",0,surfing
08-Jun-2003,2003,Unprovoked,United States,Florida,"Ponce Inlet, Volusia County",surfing,,15,N,11h55,"S. Petersohn, GSAF",0,surfing
25-May-2003,2003,Unprovoked,United States,Florida,"Coral Cove Park, Jupiter Inlet, Palm Beach County",surfing,M,18,N,10h00,Local 6 News,0,surfing
14-May-2003,2003,Unprovoked,United States,Florida,"Ponce De Leon Inlet, Volusia County",wading,M,22,N,13h23,"S. Petersohn, GSAF; Orlando Sentinel, 5/16;2003, p.C3",0,Other
10-May-2003,2003,Unprovoked,United States,Hawaii,Between Magic Sands Beach And Kahaluu Beach On The Kona Coast,swimming,M,20,N,11h45,WestHawaiiToday.com,0,swimming
07-May-2003,2003,Provoked,United States,Florida,"New Smyrna Beach, Volusia County",surfing,M,34,N,11h40,"S. Petersohn, GSAF; M. I. Johnson,  Daytona Beach News Journal. 5/8/2003, p.1C; Tampa Tribune, 5/8/2003",0,surfing
03-May-2003,2003,Unprovoked,United States,Florida,"Daytona Beach Shores, Volusia County",walking,F,9,N,12h20,"S. Petersohn, GSAF",0,Other
May-2003,2003,Unprovoked,Philippines,Baatan,Limay,,,28,N,,"D. Cervantes, Star",0,Unknown
26-Apr-2003,2003,Provoked,Brazil,Rio De Janeiro,"Copacabana Beach, Rio De Janiero",killing  sharks,M,28,N,,"P.M. Lopes, GSAF",0,Other
25-Apr-2003,2003,Unprovoked,Brazil,Rio De Janeiro,"Copacabana Beach, Rio De Janiero",swimming,M,16,N,18h30,Web ProWire,0,swimming
23-Apr-2003,2003,Unprovoked,Brazil,Pernambuco,"Pau Amarelo Beach, Paulista District (17 Km From Recife)",surfing,M,17,N,17h00,"P. M. Lopes, GSAF; N. Souza da Silva; JC, 4/24/2003",0,surfing
23-Apr-2003,2003,Unprovoked,Brazil,Rio De Janeiro,"Copacabana Beach, Rio De Janiero",swimming,M,7,N,,Local 6 News,0,swimming
21-Apr-2003,2003,Unprovoked,United States,Florida,"Melbourne Beach, Brevard County",surfing,M,36,N,14h30,"Local 6 News; St. Petersburg Times, 4/22/2003; The Eagle, 4/24/2003 ",0,surfing
21-Apr-2003,2003,Unprovoked,United States,Florida,"Shepard Park, Cocoa Beach, Brevard County",surfing,M,17,N,13h30,"Orlando Sentinel, 4/22/2003, B3",0,surfing
20-Apr-2003,2003,Unprovoked,United States,Florida,"Playalinda Beach, Brevard County",surfing,M,30,N,Afternoon,"Orlando Sentinel, 4/22/2003, B3
  ",0,surfing
20-Apr-2003,2003,Unprovoked,United States,Florida,"Sunglow Pier, Daytona Beach Shores, Volusia County",surfing,M,23,N,09h00,"S. Petersohn, GSAF; Local6.com; Daytona Beach News-Journal . 4/21/2003, p.1C",0,surfing
20-Apr-2003,2003,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",surfing,M,18,N,14h20,"S. Petersohn, GSAF; Local 6 News; S. Frederick, Daytona Beach News Journal, 4/28/2003, p.1C; Orlando Sentinel, 4/22/2003, p.B3",0,surfing
19-Apr-2003,2003,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",jumping,M,11,N,13h20,"S. Petersohn, GSAF; S. Frederick, Daytona Beach News Journal, 4/21/2003, p.1C; J. Waymer, Florida Today (Melbourne), 4/19/2003",0,Other
18-Apr-2003,2003,Unprovoked,United States,Florida,"North Beach, Patrick Afb, Brevard County",surfing,M,12,N,08h50,"Local 6 News; Tallahassee Democrat (FL) 4/19/2003; J. Waymer, Florida Today (Melbourne), 4/19/2003 ",0,surfing
15-Apr-2003,2003,Unprovoked,United States,Florida,"Cocoa Beach, Brevard County",swimming (using a float),M,20,N,13h00,"Florida Today (Melbourne), 4/16/2003; Orlando Sentinel, 4/16/2003, p.B3",0,swimming
11-Apr-2003,2003,Unprovoked,Venezuela,Nueva Esparta,"El Yaqu, Isla De Margarita",surfing,M,28,N,--,"E. Ritter & M. Levine, GSAF",0,surfing
09-Apr-2003,2003,Unprovoked,United States,Florida,"Melbourne Beach, Brevard County",surfing,M,28,N,Dusk,D. Share,0,surfing
04-Apr-2003,2003,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",surfing,M,50,N,08h00,"S. Petersohn, GSAF",0,surfing
10-Mar-2003,2003,Provoked,United States,Florida,"Petting Tank, Florida Aquarium, Tampa, Hillsborough County",petting captive sharks,F,28,N,,"Florida Aquarium; Miami Herald, 3/13/2002 ",0,Other
27-Feb-2003,2003,Unprovoked,New Zealand,Southland,East Side Of Bench Island In The Foveaux Strait,scuba diving,M,44,N,11h45,"R.D. Weeks & Mark Marks, GSAF; New Zealand Herald",0,diving
15-Feb-2003,2003,Unprovoked,Australia,South Australia,"Goolwa Beach, Fleurieu Peninsula",wading,M,37,N,Dusk,"T. Peake, GSAF, surfsouthoz.com, 3/38/2003",0,Other
15-Feb-2003,2003,Unprovoked,United States,Florida,"Jupiter, Palm Beach County",swimming,M,54,N,12h10,"J. Eager, scubaradio.com",0,swimming
11-Feb-2003,2003,Unprovoked,Australia,New South Wales,"Coogee Bay, Near Sydney",swimming,M,24,N,--,"T. Peake, GSAF",0,swimming
08-Feb-2003,2003,Unprovoked,Australia,Queensland,Burleigh Lake On The Gold Coast,swimming,M,84,Y,Morning,"T. Peake, GSAF; Sunday Territorian, 2/9/2003, p.9",1,swimming
03-Jan-2003,2003,Unprovoked,Costa Rica,North Pacific Coast,Playa Tamarindo,surfing,M,28,N,,A.M. Costa Rica,0,surfing
02-Jan-2003,2003,Unprovoked,Australia,Western Australia,Left Break At The ‘Hot Spot’ At Sheringa Beach,surfing,F,28,N,13h00,"T. Peake, GSAF",0,surfing
29-Dec-2002,2002,Unprovoked,Australia,Queensland,Great Barrier Reef  (Near Upolu Bay),snorkeling,F,18,N,,"T. Peake, GSAF; Mercury (Hobart), 12/30/2002, p.10",0,snorkeling
24-Dec-2002,2002,Unprovoked,South Africa,Western Cape Province,Scarborough,snorkeling,M,25,N,Just after 12h00,IOL.co.za,0,snorkeling
21-Dec-2002,2002,Unprovoked,Australia,Queensland,Depth Of 40 M On The Wreck Of The St. Paul Off Brisbane,scuba diving,M,26,N,,GC Online. Note: same diver's swim fin was bitten 3 weeks earlier by a 2 m [6.75'] wobbegong shark,0,diving
16-Dec-2002,2002,Unprovoked,Australia,Queensland,Miami Lake,swimming,M,23,Y,02h30,"T. Peake, GSAF; Northern Territory News, 12/20/2002, p.9",1,swimming
01-Dec-2002,2002,Unprovoked,Brazil,Pernambuco,"Boa Viagem Beach, Recife",surfing,M,19,Y,,O. Gadig,1,surfing
28-Nov-2002,2002,Unprovoked,Micronesia,Caroline Islands,"Pision Reef, Truk",scuba diving,M,28,N,Afternoon,J. Connick,0,diving
28-Nov-2002,2002,Unprovoked,United States,California,"Salmon Creek, Sonoma County",body boarding,M,48,N,09h45,"R. Collier, GSAF; Press Report: Santa Rosa Press Democrat ",0,boarding
17-Nov-2002,2002,Unprovoked,United States,Hawaii,Ka'Anapali,swimming,F,34,N,10h45,San Francisco Gate,0,swimming
14-Nov-2002,2002,Unprovoked,Turks And Caicos Islands,Caicos Bank,French Cay,snorkeling,F,41,N,08h40,"M. Glenn, Local 10 News; Miami Herald, 11/28/2002",0,snorkeling
11-Nov-2002,2002,Unprovoked,United States,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",surfing,M,21,N,13h40,"S. Petersohn, GSAF",0,surfing
02-Nov-2002,2002,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",boogie boarding,M,16,N,13h25,"S. Petersohn, GSAF",0,boarding
Nov-2002,2002,Unprovoked,French Polynesia,Society Islands,Tetiaroa,"fishing, standing in 2' of water",M,52,N,,S. Heywood,0,fishing
30-Oct-2002,2002,Unprovoked,United States,Hawaii,"Kama'Ole Beach Park I, Kihei, Maui",swimming,F,60,N,11h56,J. Crites,0,swimming
14-Oct-2002,2002,Unprovoked,Brazil,Pernambuco,"Piedade Beach, Jaboatão Dos Guararapes City, Recife",swimming,M,36,Y,16h00,"P.M. Lopes, GSAF",1,swimming
11-Oct-2002,2002,Unprovoked,United States,Florida,"Opposite Main Gate At Patrick Air Force Base, Cape Canaveral, Brevard County",surfing,M,21,N,Sunset,"Florida Today, 10/12/2002 ",0,surfing
05-Oct-2002,2002,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",surfing,M,14,N,12h00,"D. Harrity; S. Petersohn, GSAF; L. Lelis, Orlando Sentinel",0,surfing
05-Oct-2002,2002,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",surfing,M,35,N,13h30,"S. Petersohn, GSAF; Daytona Beach News Journal, 9/22/2003, p.1C",0,surfing
03-Oct-2002,2002,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",surfing,M,18,N,14h35,"S. Petersohn, GSAF; Local 6 News; Orlando Sentinel, 10/4/2002, p.B3",0,surfing
30-Sep-2002,2002,Unprovoked,United States,Florida,"Ormond Beach, Volusia County",surfing,M,47,N,16h20,"S. Petersohn, GSAF; J. Eager, scubaradio.com; P.Balona, Vero Beach Press Journal, 5/10/2003, p.1C",0,surfing
29-Sep-2002,2002,Unprovoked,United States,Florida,"Sebastian Inlet, Brevard County",surfing,M,32,N,07h30,"Local 6 News; P. Balona, Vero Beach Press Journal, 10/2/2002",0,surfing
27-Sep-2002,2002,Unprovoked,United States,Hawaii,"Kahala, O'Ahu",fishing from surfboard,M,55,N,15h35,"C. Lum & J. Widner, Honolulu Advertiser",0,surfing
27-Sep-2002,2002,Provoked,United States,Florida,"Key Largo, Monroe County",fishing,M,28,N,Afternoon,"J. Eager, scubaradio.com",0,fishing
27-Sep-2002,2002,Provoked,Tonga,Vava'U,Swimming With Humpback Whales,swimming,M,28,N,15h00,C. Butterfield,0,swimming
21-Sep-2002,2002,Unprovoked,United States,Oregon,Cape Kiwanda,boogie boarding or surfing,M,24,N, ,"R. Collier, GSAF  ",0,surfing
21-Sep-2002,2002,Unprovoked,United States,California,"Moonstone Beach, Humboldt County",surfing,M,35,N,Early Morning,"R. Collier , GSAF",0,surfing
16-Sep-2002,2002,Unprovoked,Brazil,Pernambuco,"Piedade Beach, Jaboatão Dos Guararapes City",swimming,M,19,N,15h00,"P.M. Lopes, GSAF",0,swimming
16-Sep-2002,2002,Unprovoked,United States,Hawaii,"Hideaways Beach, Princeville, Kaua'I",body boarding,,28,N,07h50,Hawaii Department of Land and Natural Resources,0,boarding
13-Sep-2002,2002,Unprovoked,South Africa,Western Cape Province,"Glencairn, False Bay",surf skiing,M,47,N,16h00,Multiple internet sources,0,surfing
09-Sep-2002,2002,Unprovoked,United States,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",boogie boarding,M,20,N,15h55,"S. Petersohn, GSAF; Orlando Sentinel, 9/10/2002, p.B3; Daytona Beach News Journal, 9/10/2002, p.1C ",0,boarding
05-Sep-2002,2002,Provoked,United States,Florida,"Daytona Beach Shores, Volusia County","wading, when he stepped on the shark",M,36,N,17h45,"S. Petersohn, GSAF",0,Other
28-Aug-2002,2002,Unprovoked,United States,Hawaii,"Kewalo Basin Channel, O'Ahu",surfing,M,16,N,15h45,"G. Kubota, Honolulu Star Bulletin",0,surfing
17-Aug-2002,2002,Unprovoked,United States,Alabama,"Gulf Of Mexico, 65 Miles Offshore From Mobile",swimming,F,29,N,17h00,"J. Eager, scubaradio.com",0,swimming
14-Aug-2002,2002,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",surfing,M,27,N,14h45,"S. Petersohn, GSAF; Orlando Sentinel, 8/15/2002, p.B3",0,surfing
11-Aug-2002,2002,Unprovoked,United States,Florida,"Vero Beach, Indian River County",surfing,M,15,N,15h30,"Stuart News, 8/12/2002",0,surfing
07-Aug-2002,2002,Unprovoked,United States,Florida,"Ponce De Leon Inlet, Volusia County",standing,M,15,N,12h30,"S. Petersohn, GSAF; J. Eager; A. Caldwell, Orlando Sentinel, 8/8/2002, p.B1",0,floating/standing
Reported 06-Aug-2002,2002,Provoked,United Kingdom,Cheshire,"Blue Planet Aquarium, Ellesmere Port",diving,M,30,N,,"Evening Standard (London, England)",0,Other
05-Aug-2002,2002,Unprovoked,United States,North Carolina,"Topsail Beach, Pender County",standing,M,14,N,11h00,"Wisconsin State Journal; C. Creswell, GSAF",0,floating/standing
26-Jul-2002,2002,Unprovoked,United States,South Carolina,"Myrtle Beach, Horry County",surfing,M,13,N,19h00,"C. Creswell, GSAF; The  State  (Columbia, SC) 7/28/2002 ; Sun News (Myrtle Beach), 7/28/2002",0,surfing
20-Jul-2002,2002,Unprovoked,United States,North Carolina,"Emerald Isle, Carteret County",swimming,F,15,N,17h00,"C. Creswell, GSAF",0,swimming
10-Jul-2002,2002,Provoked,United States,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",surfing,M,19,N,18h45,"S. Petersohn, GSAF",0,surfing
09-Jul-2002,2002,Provoked,United States,Maryland,"100 Miles Off Ocean City, Maryland, In 7000' Of Water",shark fishing,M,41,Y,Shortly after midnight,Life in Legacy ,1,fishing
10-Jul-2002,2002,Unprovoked,Brazil,Pernambuco,"Piedade Beach, Recife",surfing,M,22,N,15h00,"P.M. Lopes, GSAF",0,surfing
04-Jul-2002,2002,Unprovoked,United States,North Carolina,"Wrightsville Beach, New Hanover County",standing,F,9,N,17h15,"Miami Herald, 7/7/2002 ",0,floating/standing
20-Jun-2002,2002,Unprovoked,Australia,Queensland,Sunshine Beach,surfing,M,30,N,10h00,"AAP, 6/20/2002",0,surfing
20-Jun-2002,2002,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",swimming,F,11,N,14h25,"S. Petersohn, GSAF",0,swimming
Reported 13-Jun-2002,2002,Unprovoked,Papua New Guinea,Louisiade Archipelago,"Brooker Island , Calvados Chain",,,28,N,,"PNG Post-Courier, 6/13/2002, p.5",0,Unknown
Reported 13-Jun-2002,2002,Unprovoked,Papua New Guinea,Louisiade Archipelago,"Gawa Reefs, Sudest Island",attempting to retreive a dinghy,,28,Y,,"PNG Post-Courier, 6/13/2002, p.5",1,Other
11-Jun-2002,2002,Unprovoked,United States,Hawaii,"Anini Beach, Kaua'I",sitting on surfboard,,28,N,13h345,Hawaii Department of Land and Natural Resources,0,surfing
10-Jun-2002,2002,Unprovoked,United States,Florida,"St Augustine Beach, St Johns County",surfing,M,28,N,13h00,"Orlando Sentinel, 6/12/2002, pp. B2 & B5; Florida Times-Union, 6/10/2002",0,surfing
09-Jun-2002,2002,Unprovoked,United States,Florida,"South Of Ponce Inlet, New Smyrna Beach, Volusia County",surfing,M,50,N,10h40,"S. Petersohn, GSAF; S. Pedicini, Orlando Sentinel, 6/13/2002., p.B1 & 6/12/2002, p.B2",0,surfing
09-Jun-2002,2002,Unprovoked,United States,Florida,"Jensen Beach, Martin County",swimming,M,10,N,13h00,"ESPN; Orlando Sentinel, 6/12/2002, p.B2",0,swimming
03-Jun-2002,2002,Unprovoked,South Africa,Kwazulu-Natal Between Port Edward And Port St Johns,Off Mkhambati,snorkeling (filming the sardine run),M,50,N,  ,T. White,0,snorkeling
31-May-2002,2002,Unprovoked,United States,California,"Stinson Beach, Marin County",surfing,M,24,N,14h15,San Francisco Gate,0,surfing
31-May-2002,2002,Unprovoked,United States,Florida,"St. George Island (Near Apachicola), Franklin County",floating on a raft,M,16,N,16h15,"South Florida Sun-Sentinel; Orlando Sentinel, 6/3/2002, p.B.2; Miami Herald, 6/3/2002",0,floating/standing
22-May-2002,2002,Provoked,United States,Florida,"A Pier At The End Of Caxambas Drive, Marco Island","fishing, removing the shark from his line",M,55,N,17h15,"News-Press, 5/23/2002",0,fishing
